country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Asia,2009,,4171339685.0,56045613056.0,903.295,0.217,15345.886,517.857,3.492,17165.559,794.685,4.854,4.115,0.483,0.285,3.679,0.432,0.255,8561.64,2.052,13908.832,3.334,0.392,13692.503,325097.844,561981.812,166140.344,5223.902,29282.52,293557.281,107337.094,3421.474,14426.608,1.251,97.17,0.023,1837.666,0.441,4.66,4.758,2115.648,0.507,3540.18,0.849,1143.03,0.274,3796.413,0.91,0.036,149.702,60178.285,76.849,48.728,46.735,65.691,50.399,24.821,27.484,26.443,36.438,17.194,39.692,23.159,55.354,29.407,31.967,40.405,34.633,61.345,31.087,0.149,0.241,0.41,0.021,19846.75,19439.291,-1437.054,-9.364
Asia,2010,,4220041467.0,56045613056.0,975.432,0.231,16496.832,1150.945,7.5,17537.494,371.936,2.167,4.156,0.455,0.273,3.909,0.428,0.257,9258.01,2.194,14912.529,3.534,0.387,14667.936,341594.656,579519.312,175398.359,5319.901,31298.896,294909.375,111347.852,3561.733,15190.584,1.251,96.0,0.023,2016.377,0.478,4.916,4.922,1352.111,0.32,3541.13,0.839,1164.94,0.276,4010.753,0.95,0.033,140.259,64104.895,77.732,49.531,45.571,66.41,51.606,25.434,27.818,27.311,36.244,17.734,39.598,23.451,55.417,28.116,32.558,26.115,35.399,56.978,31.441,0.152,0.249,0.422,0.022,20769.1,20745.859,-1584.302,-9.604
Asia,2011,,4268479060.0,56045613056.0,1063.298,0.249,17715.629,1218.797,7.388,19172.516,1635.021,9.323,4.492,0.47,0.284,4.15,0.434,0.263,10120.188,2.371,16140.155,3.781,0.396,15731.232,359310.281,598691.875,185518.547,5422.005,33503.695,296686.969,115406.266,3728.559,15791.833,1.251,102.104,0.024,2204.802,0.517,5.17,5.157,1777.615,0.416,3688.21,0.864,1176.03,0.276,4058.41,0.951,0.039,166.826,67407.109,78.811,51.444,48.349,68.699,52.838,26.084,28.201,28.239,36.057,18.321,39.559,23.739,55.631,28.401,34.596,34.067,35.762,60.646,31.832,0.156,0.257,0.435,0.022,22012.189,22067.83,-1575.473,-8.893
Asia,2012,,4317165429.0,56045613056.0,1089.928,0.252,18400.994,685.365,3.869,19819.783,647.268,3.376,4.591,0.466,0.284,4.262,0.433,0.264,10465.703,2.424,16974.264,3.932,0.399,16821.16,377711.281,618511.688,195984.266,5531.182,35782.527,298422.406,119694.555,3897.619,16164.222,1.251,109.177,0.025,2278.833,0.528,5.259,5.252,1735.403,0.402,3702.91,0.858,1200.38,0.278,4288.292,0.993,0.039,169.06,69783.617,78.743,52.671,49.204,70.256,53.989,26.742,28.593,29.17,35.882,18.895,39.509,24.052,55.848,28.935,35.045,32.467,37.295,61.097,32.226,0.159,0.266,0.448,0.023,22671.711,22703.35,-1426.73,-7.754
Asia,2013,,4365286895.0,56045613056.0,1146.641,0.263,18635.371,234.377,1.274,19982.814,163.031,0.823,4.578,0.448,0.279,4.269,0.418,0.26,10567.944,2.421,17180.736,3.936,0.385,17967.803,396346.656,638494.438,206552.203,5641.886,38086.898,300089.0,124013.227,4084.669,16400.99,1.251,110.704,0.025,2304.367,0.528,5.354,5.34,1666.613,0.382,3741.63,0.857,1217.92,0.279,4318.665,0.989,0.043,187.05,71595.031,79.468,52.893,49.843,70.504,55.117,27.378,28.979,30.072,35.707,19.441,39.476,24.353,56.158,28.715,35.255,34.301,37.281,63.505,32.614,0.163,0.275,0.461,0.023,23309.369,23373.051,-1454.635,-7.806
Asia,2014,,4412496398.0,56045613056.0,1191.828,0.27,18959.088,323.717,1.737,21170.781,1187.967,5.945,4.798,0.453,0.288,4.297,0.406,0.258,10697.459,2.424,17501.135,3.966,0.375,19159.629,415305.75,659665.25,217249.656,5755.659,40577.254,302623.844,128283.18,4280.379,16676.557,1.251,113.773,0.026,2490.356,0.564,5.38,5.445,2534.851,0.574,3858.14,0.874,1243.24,0.282,4269.962,0.968,0.044,195.71,73585.25,79.481,53.457,52.042,71.287,56.188,28.002,29.397,30.954,35.557,20.033,39.538,24.629,56.478,29.396,37.468,48.614,36.742,64.086,33.012,0.167,0.285,0.475,0.024,24026.42,23737.73,-1457.953,-7.69
Asia,2015,,4458250376.0,56045613056.0,1136.912,0.255,19113.156,154.069,0.813,21441.025,270.244,1.276,4.809,0.442,0.286,4.287,0.394,0.255,10622.256,2.383,17803.465,3.993,0.367,20296.543,434418.906,681106.25,227871.922,5871.238,43148.453,305271.781,132753.875,4476.893,16825.139,1.251,115.579,0.026,2571.196,0.577,5.319,5.391,2647.906,0.594,3878.78,0.87,1266.21,0.284,4470.7,1.003,0.044,196.514,75010.68,78.709,53.896,52.176,72.447,57.104,28.607,29.807,31.803,35.43,20.612,39.593,24.919,56.795,30.077,37.904,47.03,37.615,64.717,33.41,0.17,0.294,0.489,0.024,24034.922,23715.391,-1309.692,-6.852
Asia,2016,,4502955714.0,56045613056.0,1178.406,0.262,19244.576,131.42,0.688,20514.648,-926.378,-4.321,4.556,0.409,0.268,4.274,0.384,0.252,10507.371,2.333,17891.465,3.973,0.357,21474.949,453663.5,701620.875,238379.281,5989.625,45821.629,306866.719,137323.391,4674.623,16970.572,1.251,118.387,0.026,2673.177,0.594,5.317,5.319,1594.95,0.354,3773.08,0.838,1274.05,0.283,4569.505,1.015,0.044,197.73,76417.734,79.468,54.271,51.211,73.347,57.999,29.192,30.176,32.617,35.346,21.184,39.564,25.208,57.126,31.634,38.353,34.68,38.057,65.8,33.785,0.174,0.304,0.502,0.025,23952.75,23943.52,-1353.112,-7.031
Asia,2017,,4547095064.0,56045613056.0,1199.286,0.264,19773.783,529.207,2.75,21418.768,904.12,4.407,4.71,0.413,0.271,4.349,0.381,0.25,10775.704,2.37,18403.074,4.047,0.354,22674.234,473437.281,723039.688,249155.0,6111.763,48601.605,308841.312,142020.031,4874.655,17376.299,1.251,122.138,0.027,2779.979,0.611,5.405,5.397,1974.589,0.434,3806.88,0.837,1294.55,0.285,4696.646,1.033,0.044,200.032,79011.68,79.712,54.888,52.768,74.368,58.847,29.774,30.563,33.429,35.26,21.753,39.585,25.499,57.444,31.521,39.037,43.255,38.435,66.058,34.156,0.177,0.313,0.516,0.025,24539.891,24576.631,-1370.71,-6.932
Asia,2018,,4588802751.0,56045613056.0,1260.769,0.275,20401.152,627.368,3.173,22107.715,688.947,3.217,4.818,0.411,0.27,4.446,0.379,0.249,11124.824,2.424,19136.846,4.17,0.356,23935.002,493838.438,745147.375,260279.812,6229.161,51527.418,310875.125,146791.031,5075.991,17850.889,1.251,117.398,0.026,2925.812,0.638,5.534,5.566,2033.823,0.443,3919.71,0.854,1298.16,0.283,4771.013,1.04,0.044,201.336,81914.203,80.519,55.488,53.853,75.549,59.693,30.355,30.961,34.245,35.112,22.313,39.628,25.787,57.754,28.824,39.021,47.462,38.892,66.416,34.531,0.181,0.323,0.53,0.026,25541.439,25395.17,-1264.306,-6.197
Asia,2019,,4627738749.0,56045613056.0,1307.911,0.283,20855.637,454.484,2.228,23142.418,1034.703,4.68,5.001,0.416,0.275,4.507,0.251,0.248,11414.603,2.467,19559.414,4.227,0.302,25242.914,514694.062,768289.812,271694.406,6337.974,54516.395,313478.969,151620.406,5281.968,18214.143,1.251,108.813,0.024,2988.979,0.646,5.549,5.632,2603.85,0.563,3998.1,0.864,1308.97,0.283,4829.352,1.044,0.045,205.978,84290.297,80.946,56.306,55.581,77.733,60.517,30.933,31.379,35.069,34.87,22.853,39.727,26.069,58.08,24.99,39.218,56.636,39.016,67.487,34.916,0.185,0.334,0.545,0.026,26062.75,25679.67,-1296.222,-6.215
Asia,2020,,4663086623.0,56045613056.0,1330.355,0.285,20519.535,-336.101,-1.612,22634.299,-508.119,-2.196,4.854,0.416,0.27,4.4,0.251,0.245,11388.295,2.442,19135.025,4.104,0.302,26573.27,535213.625,790924.125,283082.719,6446.778,57533.48,315900.062,156095.875,5481.496,17964.684,1.251,108.804,0.023,3017.084,0.647,5.461,5.46,2421.081,0.519,3891.22,0.834,1332.37,0.286,4475.47,0.96,0.043,199.528,83770.875,81.465,58.614,57.589,80.053,61.306,31.504,31.793,35.88,34.708,23.378,39.818,26.345,58.38,27.302,39.934,56.367,41.06,67.626,35.3,0.189,0.343,0.56,0.027,25459.119,25466.971,-1384.509,-6.747
Asia,2021,,4693332132.0,56045613056.0,1367.846,0.291,21438.682,919.146,4.479,23639.424,1005.124,4.441,5.037,0.416,0.268,4.568,0.251,0.243,11931.175,2.542,19913.926,4.243,0.302,27941.115,556652.312,814563.5,295013.875,6562.963,60724.949,318425.844,160726.5,5682.869,18812.572,1.251,116.185,0.025,3191.468,0.68,4.496,5.365,2525.785,0.538,8.5,1.033,3.23,0.344,4630.637,0.987,0.043,201.373,88293.648,80.823,58.231,57.464,79.634,62.039,32.07,32.211,36.695,34.582,23.905,39.918,26.609,58.643,28.799,40.286,58.446,40.215,66.826,35.685,0.194,0.354,0.575,0.027,33.980000000000004,26.69,-1524.754,-7.112
Asia,2022,,4721383370.0,56045613056.0,1281.388,0.271,21772.348,333.666,1.556,24071.938,432.515,1.83,5.098,0.416,0.272,4.611,0.251,0.246,12350.816,2.616,38.448,3.9645,0.302,29222.504,578424.625,838635.5,307364.688,6676.132,63861.43,321034.938,165415.625,5884.242,19139.609,1.251,113.168,0.024,3136.482,0.664,4.496,5.365,2609.111,0.553,8.5,1.033,3.23,0.344,4689.12,0.993,0.043,201.373,90365.438,79.814,58.607,58.061,81.152,62.651,32.626,32.628,37.521,34.457,24.396,40.029,26.857,58.891,28.473,40.479,60.537,39.478,66.857,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1990,,5443903.5,56045613056.0,0.343,0.049,5766.321,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,5964.657,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1991,,5443903.5,56045613056.0,0.343,0.049,5997.791,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,6046.162,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1992,,5443903.5,56045613056.0,0.343,0.049,6231.176,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,6476.732,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1993,,5443903.5,56045613056.0,0.343,0.049,6477.62,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,6671.772,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1994,,5443903.5,56045613056.0,0.343,0.049,6773.689,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,6816.077,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1995,,5443903.5,56045613056.0,0.343,0.049,7132.889,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,7170.488,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1996,,5443903.5,56045613056.0,0.343,0.049,7452.906,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,7441.929,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1997,,5443903.5,56045613056.0,0.343,0.049,7589.188,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,7469.867,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1998,,5443903.5,56045613056.0,0.343,0.049,7306.496,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,6973.378,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),1999,,5443903.5,56045613056.0,0.343,0.049,7696.359,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,7581.039,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2000,,5443903.5,56045613056.0,0.343,0.049,7940.077,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,7875.559,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2001,,5443903.5,56045613056.0,0.343,0.049,8087.27,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,7965.906,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2002,,5443903.5,56045613056.0,0.343,0.049,8590.896,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,8381.635,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2003,,5443903.5,56045613056.0,0.343,0.049,9507.141,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,8976.912,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2004,,5443903.5,56045613056.0,0.343,0.049,10049.575,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,9438.315,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2005,,5443903.5,56045613056.0,0.343,0.049,10832.524,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,9993.433,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2006,,5443903.5,56045613056.0,0.343,0.049,11584.675,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,10545.524,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2007,,5443903.5,56045613056.0,0.343,0.049,12292.028,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,11142.834,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2008,,5443903.5,56045613056.0,0.343,0.049,12889.317,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,11760.324,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2009,,5443903.5,56045613056.0,0.343,0.049,13327.96,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,12327.945,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2010,,5443903.5,56045613056.0,0.343,0.049,14366.533,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,13293.698,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2011,,5443903.5,56045613056.0,0.343,0.049,15540.582,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,14504.446,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2012,,5443903.5,56045613056.0,0.343,0.049,16079.69,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,15172.105,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2013,,5443903.5,56045613056.0,0.343,0.049,16360.906,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,15437.038,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
