country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Asia (GCP),2014,,5443903.5,56045613056.0,0.343,0.049,16575.174,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,15654.227,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2015,,5443903.5,56045613056.0,0.343,0.049,16612.158,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,15712.869,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2016,,5443903.5,56045613056.0,0.343,0.049,16682.631,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,15840.402,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2017,,5443903.5,56045613056.0,0.343,0.049,17134.459,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,16357.334,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2018,,5443903.5,56045613056.0,0.343,0.049,17738.508,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,17085.58,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2019,,5443903.5,56045613056.0,0.343,0.049,18190.26,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,17507.141,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2020,,5443903.5,56045613056.0,0.343,0.049,18005.277,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,17178.631,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2021,,5443903.5,56045613056.0,0.343,0.049,18805.865,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,17915.207,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (GCP),2022,,5443903.5,56045613056.0,0.343,0.049,19102.592,0.022,1.801,25.381,0.003,0.0,3.8594999999999997,0.416,0.251,2.715,0.251,0.207,0.0375,0.005,38.448,3.9645,0.302,8.979,221.237,1544.8835,3.8285,0.0,0.541,696.468,137.221,17.636,12843.79,1.251,0.0,0.0,0.032,0.007,4.496,5.365,1.194,0.21,8.5,1.033,3.23,0.344,3.9095,1.422,0.0795,1.1099999999999999,48.071,0.033,0.023,0.072,0.0,0.039,0.018,0.08,0.001,0.0,0.0,0.099,0.032,0.304,0.0,0.001,0.023,0.037,0.4445,0.081,0.0,0.001,0.001,0.0,33.980000000000004,26.69,1.7725,11.889
Asia (excl. China and India),1990,,5443903.5,56045613056.0,130.747,0.11,3545.724,145.66,4.284,4610.893,-273.947,-5.608,3.886,0.505,0.308,2.989,0.389,0.237,918.992,0.775,3655.511,3.081,0.401,2479.677,75800.125,195376.328,25703.678,3418.217,6476.545,164041.438,37701.336,20.67,12843.79,1.251,60.621,0.051,594.046,0.501,4.496,5.365,1225.084,1.033,8.5,1.033,3.23,0.344,1820.648,1.535,0.017,20.67,48.071,26.487,15.584,16.515,10.561,20.248,9.383,13.579,5.876,41.809,8.184,25.811,14.016,1.117,23.424,15.509,23.71,19.693,9.268,15.453,0.053,0.089,0.148,0.006,33.980000000000004,26.69,109.787,3.096
Asia (excl. China and India),1991,,5443903.5,56045613056.0,135.834,0.112,4184.112,638.388,18.004,5054.78,443.887,9.627,4.179,0.532,0.326,3.459,0.441,0.27,934.799,0.773,3718.148,3.074,0.392,2615.51,79984.242,200431.125,26638.475,3500.531,7119.801,165080.0,40069.0,40.916,12843.79,1.251,82.314,0.068,643.257,0.532,4.496,5.365,1038.568,0.859,8.5,1.033,3.23,0.344,2367.664,1.958,0.017,20.246,48.071,26.767,18.012,17.94,10.851,20.508,9.624,13.663,5.972,41.428,8.573,25.774,14.377,1.981,30.04,16.454,20.996,24.388,9.391,15.526,0.054,0.091,0.151,0.006,33.980000000000004,26.69,-465.964,-11.137
Asia (excl. China and India),1992,,5443903.5,56045613056.0,145.474,0.118,3862.53,-321.582,-7.686,4935.961,-118.819,-2.351,4.003,0.502,0.3,3.133,0.393,0.234,912.262,0.74,4020.718,3.261,0.409,2760.985,83846.766,205367.078,27550.738,3557.445,7808.056,166335.016,42109.484,60.055,12843.79,1.251,56.914,0.046,688.254,0.558,4.496,5.365,1255.018,1.018,8.5,1.033,3.23,0.344,2040.485,1.655,0.016,19.139,48.071,27.523,17.116,17.761,10.848,20.787,9.822,13.739,6.062,40.929,8.974,25.76,14.626,2.632,23.52,17.381,24.028,22.152,8.854,15.594,0.054,0.094,0.155,0.007,33.980000000000004,26.69,158.188,4.095
Asia (excl. China and India),1993,,5443903.5,56045613056.0,155.309,0.124,3983.586,121.056,3.134,4788.579,-147.382,-2.986,3.812,0.47,0.282,3.172,0.391,0.235,909.292,0.724,4069.094,3.24,0.399,2916.294,87830.359,210155.656,28460.029,3610.131,8548.721,167335.328,44214.492,80.681,12843.79,1.251,52.686,0.042,740.665,0.59,4.496,5.365,1000.305,0.796,8.5,1.033,3.23,0.344,2105.008,1.676,0.016,20.626,48.071,28.172,17.473,17.147,10.683,21.081,10.021,13.801,6.147,40.446,9.387,25.711,14.88,3.23,22.506,18.211,19.503,22.835,9.543,15.659,0.055,0.096,0.158,0.007,33.980000000000004,26.69,85.508,2.147
Asia (excl. China and India),1994,,5443903.5,56045613056.0,163.245,0.128,4119.414,135.827,3.41,5278.074,489.495,10.222,4.128,0.501,0.297,3.222,0.391,0.232,893.043,0.698,4210.422,3.293,0.4,3079.538,91949.766,215433.719,29353.072,3686.5,9332.601,168687.516,46397.109,100.943,12843.79,1.251,76.369,0.06,783.88,0.613,4.496,5.365,1352.185,1.058,8.5,1.033,3.23,0.344,2182.615,1.707,0.016,20.262,48.071,27.743,17.883,18.32,10.434,21.353,10.222,13.885,6.225,39.895,9.806,25.691,15.143,3.719,24.258,19.11,23.409,23.585,9.364,15.727,0.056,0.099,0.162,0.007,33.980000000000004,26.69,91.009,2.209
Asia (excl. China and India),1995,,5443903.5,56045613056.0,169.864,0.131,4135.887,16.474,0.4,5121.55,-156.524,-2.966,3.937,0.463,0.275,3.179,0.374,0.222,903.785,0.695,4282.646,3.292,0.387,3249.402,96085.656,220555.281,30256.857,3759.314,10114.327,169874.547,48584.301,121.451,12843.79,1.251,72.814,0.056,781.726,0.601,4.496,5.365,1187.048,0.912,8.5,1.033,3.23,0.344,2187.191,1.681,0.016,20.508,48.071,27.297,17.581,17.561,10.267,21.599,10.41,13.953,6.299,39.294,10.177,25.651,15.388,4.134,22.303,18.568,21.049,23.42,9.174,15.786,0.057,0.101,0.165,0.007,33.980000000000004,26.69,146.758,3.548
Asia (excl. China and India),1996,,5443903.5,56045613056.0,175.736,0.133,4264.457,128.57,3.109,5300.022,178.472,3.485,4.006,0.454,0.273,3.223,0.365,0.22,942.506,0.712,4353.916,3.291,0.373,3425.138,100350.109,225855.312,31199.363,3838.651,10936.378,171117.234,50808.801,141.781,12843.79,1.251,79.337,0.06,822.051,0.621,4.496,5.365,1242.675,0.939,8.5,1.033,3.23,0.344,2224.497,1.681,0.015,20.331,48.071,27.67,17.585,17.522,10.444,21.845,10.594,14.02,6.375,38.705,10.538,25.607,15.617,4.487,22.631,18.698,20.721,23.12,9.157,15.855,0.057,0.104,0.169,0.007,33.980000000000004,26.69,89.458,2.098
Asia (excl. China and India),1997,,5443903.5,56045613056.0,180.289,0.134,4343.674,79.217,1.858,7042.759,1742.736,32.882,5.236,0.582,0.35,3.229,0.359,0.216,974.228,0.724,4394.787,3.267,0.363,3605.427,104693.781,232898.062,32173.592,3925.831,11804.534,174038.859,53020.957,163.44,12843.79,1.251,87.18,0.065,868.155,0.645,4.496,5.365,2921.626,2.172,8.5,1.033,3.23,0.344,2212.163,1.645,0.016,21.659,48.071,27.282,17.805,22.094,10.852,22.065,10.775,14.177,6.456,38.224,10.91,25.756,15.822,4.83,24.701,19.671,39.054,22.649,9.681,15.995,0.058,0.107,0.173,0.007,33.980000000000004,26.69,51.113,1.177
Asia (excl. China and India),1998,,5443903.5,56045613056.0,161.394,0.118,4232.877,-110.797,-2.551,5634.028,-1408.73,-20.003,4.121,0.471,0.282,3.096,0.354,0.212,955.525,0.699,4040.846,2.956,0.338,3766.821,108926.664,238532.078,33129.117,4005.617,12665.482,175680.672,55175.953,183.671,12843.79,1.251,79.786,0.058,860.949,0.63,4.496,5.365,1641.806,1.201,8.5,1.033,3.23,0.344,2154.992,1.576,0.015,20.231,48.071,24.515,17.397,18.475,10.938,22.159,10.936,14.255,6.533,37.763,11.24,25.764,15.993,5.096,23.698,19.194,26.631,21.781,9.173,16.055,0.059,0.11,0.176,0.008,33.980000000000004,26.69,-192.031,-4.537
Asia (excl. China and India),1999,,5443903.5,56045613056.0,167.387,0.12,4444.999,212.122,5.011,5845.979,211.951,3.762,4.208,0.476,0.283,3.199,0.362,0.215,977.477,0.704,4267.442,3.072,0.348,3934.208,113371.656,244378.078,34106.594,4086.02,13612.377,177333.516,57428.352,204.107,12843.79,1.251,80.403,0.058,946.894,0.682,4.496,5.365,1652.854,1.19,8.5,1.033,3.23,0.344,2252.401,1.621,0.015,20.436,48.071,24.241,17.899,18.957,11.029,22.241,11.106,14.34,6.61,37.358,11.607,25.779,16.171,5.338,24.355,20.606,27.529,22.223,9.321,16.132,0.06,0.113,0.18,0.008,33.980000000000004,26.69,-177.557,-3.995
Asia (excl. China and India),2000,,5443903.5,56045613056.0,174.124,0.123,4702.127,257.128,5.785,5883.64,37.661,0.644,4.169,0.454,0.275,3.332,0.363,0.22,1108.344,0.785,4490.636,3.182,0.346,4108.333,118073.789,250261.719,35214.938,4174.478,14585.427,178783.844,59765.625,224.989,12843.79,1.251,88.457,0.063,973.05,0.689,4.496,5.365,1450.326,1.028,8.5,1.033,3.23,0.344,2337.269,1.656,0.015,20.882,48.071,24.136,18.439,19.055,12.038,22.315,11.284,14.424,6.705,36.993,11.955,25.788,16.355,5.569,25.475,20.567,26.979,22.74,9.653,16.229,0.061,0.115,0.184,0.008,33.980000000000004,26.69,-211.491,-4.498
Asia (excl. China and India),2001,,5443903.5,56045613056.0,181.235,0.126,4771.707,69.58,1.48,5811.053,-72.587,-1.234,4.054,0.439,0.265,3.329,0.361,0.217,1145.554,0.799,4473.547,3.121,0.338,4289.567,122845.492,256072.766,36360.492,4258.963,15579.729,180092.453,62111.52,245.221,12843.79,1.251,84.486,0.059,994.302,0.694,4.496,5.365,1308.61,0.913,8.5,1.033,3.23,0.344,2345.897,1.636,0.014,20.232,48.071,24.038,18.585,18.922,12.372,22.383,11.459,14.502,6.804,36.65,12.29,25.79,16.529,5.765,25.156,20.905,25.984,22.652,9.483,16.328,0.062,0.118,0.188,0.008,33.980000000000004,26.69,-298.16,-6.248
Asia (excl. China and India),2002,,5443903.5,56045613056.0,191.116,0.131,4888.142,116.435,2.44,6162.553,351.5,6.049,4.234,0.447,0.272,3.359,0.354,0.216,1199.907,0.824,4605.334,3.164,0.334,4480.684,127733.641,262235.312,37560.402,4340.764,16647.191,181645.203,64438.457,266.142,12843.79,1.251,81.8,0.056,1067.462,0.733,4.496,5.365,1552.739,1.067,8.5,1.033,3.23,0.344,2326.936,1.599,0.014,20.921,48.071,24.443,18.623,19.481,12.391,22.464,11.631,14.59,6.903,36.339,12.643,25.813,16.689,5.955,25.19,21.765,28.834,22.511,9.672,16.442,0.063,0.121,0.193,0.008,33.980000000000004,26.69,-282.808,-5.786
Asia (excl. China and India),2003,,5443903.5,56045613056.0,191.778,0.13,5120.989,232.847,4.764,6151.016,-11.538,-0.187,4.164,0.425,0.263,3.467,0.354,0.219,1291.146,0.874,4924.978,3.334,0.34,4672.462,132854.625,268386.344,38851.547,4434.023,17802.883,182968.203,66805.398,288.311,12843.79,1.251,93.26,0.063,1155.691,0.782,4.496,5.365,1323.008,0.896,8.5,1.033,3.23,0.344,2366.944,1.603,0.015,22.169,48.071,22.3,18.522,18.371,12.27,22.457,11.8,14.659,7.005,36.079,13.018,25.787,16.839,6.147,27.063,22.738,22.679,22.293,10.03,16.547,0.065,0.124,0.197,0.008,33.980000000000004,26.69,-196.011,-3.828
Asia (excl. China and India),2004,,5443903.5,56045613056.0,197.302,0.132,5338.274,217.285,4.243,6486.565,335.55,5.455,4.329,0.42,0.265,3.563,0.346,0.218,1340.04,0.894,5193.589,3.466,0.337,4869.765,138192.891,274872.906,40191.586,4525.425,19054.436,184417.672,69240.586,311.105,12843.79,1.251,91.401,0.061,1251.554,0.835,4.496,5.365,1449.458,0.967,8.5,1.033,3.23,0.344,2435.182,1.625,0.015,22.794,48.071,21.957,18.652,19.07,12.32,22.436,11.97,14.739,7.107,35.824,13.418,25.795,16.981,6.32,26.675,23.793,26.873,22.117,9.843,16.648,0.066,0.127,0.202,0.009,33.980000000000004,26.69,-144.685,-2.71
Asia (excl. China and India),2005,,5443903.5,56045613056.0,203.496,0.134,5460.009,121.735,2.28,6497.39,10.824,0.167,4.275,0.399,0.257,3.593,0.335,0.216,1391.789,0.916,5351.009,3.521,0.329,5073.26,143652.906,281370.281,41583.375,4617.544,20370.01,185767.062,71672.797,335.918,12843.79,1.251,92.12,0.061,1315.572,0.866,4.496,5.365,1349.399,0.888,8.5,1.033,3.23,0.344,2432.22,1.6,0.016,24.813,48.071,21.111,18.451,18.842,12.046,22.38,12.132,14.814,7.206,35.573,13.821,25.808,17.112,6.504,26.472,24.476,27.584,21.894,10.242,16.744,0.068,0.13,0.207,0.009,33.980000000000004,26.69,-109.0,-1.996
Asia (excl. China and India),2006,,5443903.5,56045613056.0,210.282,0.136,5603.078,143.068,2.62,7102.832,605.443,9.318,4.607,0.412,0.274,3.634,0.325,0.216,1448.957,0.94,5547.104,3.598,0.322,5283.542,149256.0,288473.125,43032.332,4713.082,21791.416,187586.516,74073.477,362.144,12843.79,1.251,95.538,0.062,1421.408,0.922,4.496,5.365,1819.448,1.18,8.5,1.033,3.23,0.344,2400.667,1.557,0.017,26.226,48.071,20.002,18.307,19.818,11.877,22.274,12.287,14.907,7.303,35.362,14.249,25.872,17.224,6.685,27.489,25.641,34.757,21.413,10.368,16.857,0.069,0.133,0.212,0.009,33.980000000000004,26.69,-55.974,-0.999
Asia (excl. China and India),2007,,5443903.5,56045613056.0,225.308,0.144,5712.854,109.776,1.959,6582.118,-520.714,-7.331,4.209,0.361,0.246,3.653,0.313,0.213,1547.737,0.99,5743.923,3.673,0.315,5508.85,154968.828,295055.219,44580.07,4801.479,23259.141,188780.516,76430.562,388.737,12843.79,1.251,88.397,0.057,1467.723,0.939,4.496,5.365,1194.0,0.764,8.5,1.033,3.23,0.344,2357.096,1.507,0.017,26.593,48.071,19.954,18.136,18.255,12.102,22.169,12.435,14.968,7.405,35.121,14.66,25.874,17.319,6.848,25.749,25.614,26.207,20.954,10.243,16.947,0.071,0.137,0.216,0.009,33.980000000000004,26.69,31.069,0.544
Asia (excl. China and India),2008,,5443903.5,56045613056.0,235.579,0.149,5837.094,124.24,2.175,6878.961,296.843,4.51,4.338,0.364,0.251,3.681,0.309,0.213,1546.303,0.975,5935.788,3.743,0.314,5744.43,160805.922,301934.188,46126.371,4892.342,24822.102,190132.891,78806.367,414.324,12843.79,1.251,90.863,0.057,1562.962,0.986,4.496,5.365,1352.384,0.853,8.5,1.033,3.23,0.344,2375.799,1.498,0.016,25.586,48.071,20.604,18.217,18.702,11.711,22.1,12.58,15.036,7.497,34.93,15.084,25.891,17.415,6.979,27.143,26.516,28.527,21.202,9.843,17.038,0.072,0.14,0.221,0.009,33.980000000000004,26.69,98.694,1.691
Asia (excl. China and India),2009,,5443903.5,56045613056.0,238.467,0.148,5842.581,5.487,0.094,7221.526,342.565,4.98,4.489,0.38,0.266,3.632,0.308,0.216,1549.193,0.963,5662.197,3.52,0.298,5982.896,166648.516,309155.719,47675.562,4983.077,26382.9,191807.812,81187.773,436.304,12843.79,1.251,90.735,0.056,1560.799,0.97,4.496,5.365,1674.92,1.041,8.5,1.033,3.23,0.344,2381.406,1.48,0.014,21.981,48.071,20.288,18.552,19.661,11.887,22.022,12.724,15.119,7.588,34.758,15.492,25.935,17.517,7.059,27.46,27.151,31.988,21.725,9.007,17.14,0.074,0.143,0.226,0.009,33.980000000000004,26.69,-180.384,-3.087
Asia (excl. China and India),2010,,5443903.5,56045613056.0,249.811,0.153,6198.868,356.286,6.098,7109.823,-111.703,-1.547,4.359,0.349,0.246,3.8,0.304,0.215,1673.233,1.026,5998.063,3.677,0.294,6232.708,172847.375,316265.562,49348.797,5073.398,28065.572,193030.203,83666.453,460.454,12843.79,1.251,90.322,0.055,1682.671,1.032,4.496,5.365,1222.402,0.749,8.5,1.033,3.23,0.344,2478.682,1.52,0.015,24.149,48.071,19.907,18.612,18.475,12.002,21.928,12.87,15.181,7.684,34.565,15.902,25.918,17.621,7.164,26.453,27.17,23.61,21.877,9.81,17.239,0.075,0.147,0.231,0.01,33.980000000000004,26.69,-200.804,-3.239
Asia (excl. China and India),2011,,5443903.5,56045613056.0,263.419,0.159,6418.506,219.638,3.543,7716.882,607.059,8.538,4.666,0.36,0.262,3.881,0.299,0.218,1736.017,1.05,6371.146,3.853,0.297,6496.127,179265.891,323982.438,51084.816,5169.0,29888.123,194649.328,86140.906,486.923,12843.79,1.251,95.602,0.058,1822.551,1.102,4.496,5.365,1619.103,0.979,8.5,1.033,3.23,0.344,2474.447,1.496,0.016,26.47,48.071,19.524,18.639,19.46,11.785,21.819,13.014,15.261,7.776,34.374,16.344,25.954,17.719,7.265,26.593,28.598,31.029,21.804,9.623,17.345,0.077,0.15,0.237,0.01,33.980000000000004,26.69,-47.359,-0.738
Asia (excl. China and India),2012,,5443903.5,56045613056.0,274.909,0.164,6695.939,277.433,4.322,7895.968,179.085,2.321,4.711,0.356,0.261,3.995,0.302,0.222,1794.444,1.071,6686.137,3.989,0.301,6771.036,185961.828,331878.406,52879.262,5270.853,31763.752,196165.953,88762.664,514.261,12843.79,1.251,101.852,0.061,1875.629,1.119,4.496,5.365,1516.642,0.905,8.5,1.033,3.23,0.344,2621.767,1.564,0.016,27.338,48.071,19.861,19.167,19.602,12.046,21.732,13.166,15.342,7.871,34.194,16.773,25.971,17.836,7.369,26.994,28.845,28.374,22.802,9.88,17.457,0.079,0.154,0.243,0.01,33.980000000000004,26.69,-9.802,-0.146
Asia (excl. China and India),2013,,5443903.5,56045613056.0,290.498,0.171,6683.896,-12.043,-0.18,7767.613,-128.355,-1.626,4.574,0.338,0.254,3.936,0.291,0.218,1798.107,1.059,6674.402,3.931,0.29,7061.534,192645.719,339646.031,54677.363,5374.659,33637.301,197568.844,91349.773,545.094,12843.79,1.251,103.806,0.061,1873.55,1.103,4.496,5.365,1402.885,0.826,8.5,1.033,3.23,0.344,2587.103,1.524,0.018,30.833,48.071,20.133,18.971,19.375,11.996,21.662,13.307,15.415,7.961,34.016,17.17,25.99,17.939,7.494,26.926,28.664,28.873,22.333,10.468,17.565,0.081,0.157,0.248,0.01,33.980000000000004,26.69,-9.494,-0.142
Asia (excl. China and India),2014,,5443903.5,56045613056.0,297.376,0.173,6812.07,128.174,1.918,8481.117,713.504,9.186,4.931,0.357,0.272,3.96,0.287,0.218,1865.335,1.084,6725.761,3.91,0.283,7358.909,199457.797,348127.125,56542.699,5480.972,35647.973,199561.047,93851.664,575.581,12843.79,1.251,106.313,0.062,2010.667,1.169,4.496,5.365,1992.203,1.158,8.5,1.033,3.23,0.344,2501.893,1.455,0.018,30.487,48.071,19.832,19.207,20.848,12.431,21.581,13.448,15.514,8.056,33.86,17.599,26.073,18.019,7.595,27.469,30.251,38.207,21.528,9.983,17.688,0.083,0.161,0.254,0.01,33.980000000000004,26.69,-86.309,-1.267
Asia (excl. China and India),2015,,5443903.5,56045613056.0,297.409,0.171,7011.986,199.916,2.935,8811.203,330.086,3.892,5.059,0.36,0.276,4.026,0.286,0.22,1905.691,1.094,6840.157,3.927,0.279,7656.318,206469.781,356938.312,58448.391,5588.512,37732.242,201680.312,96437.438,606.876,12843.79,1.251,107.54,0.062,2084.273,1.197,4.496,5.365,2119.255,1.217,8.5,1.033,3.23,0.344,2585.778,1.485,0.018,31.295,48.071,20.59,19.773,21.442,12.997,21.541,13.596,15.621,8.157,33.723,18.025,26.157,18.102,7.699,27.985,30.726,37.64,21.756,10.306,17.83,0.085,0.166,0.261,0.011,33.980000000000004,26.69,-171.829,-2.451
Asia (excl. China and India),2016,,5443903.5,56045613056.0,312.081,0.177,7124.89,112.904,1.61,8017.115,-794.088,-9.012,4.549,0.319,0.244,4.043,0.284,0.217,1936.567,1.099,6847.218,3.885,0.273,7968.4,213594.672,364955.438,60384.961,5700.052,39870.07,202897.406,99034.516,636.678,12843.79,1.251,111.541,0.063,2137.828,1.213,4.496,5.365,1217.104,0.691,8.5,1.033,3.23,0.344,2597.071,1.474,0.017,29.802,48.071,21.046,20.093,20.013,13.518,21.521,13.744,15.696,8.262,33.637,18.432,26.159,18.18,7.78,29.804,30.672,26.465,21.63,9.918,17.959,0.087,0.169,0.267,0.011,33.980000000000004,26.69,-277.671,-3.897
Asia (excl. China and India),2017,,5443903.5,56045613056.0,320.054,0.18,7336.026,211.137,2.963,8398.336,381.221,4.755,4.711,0.322,0.249,4.115,0.281,0.218,2061.13,1.156,6987.095,3.92,0.268,8288.453,220930.703,373353.781,62446.09,5816.398,42044.77,204289.328,101668.016,666.977,12843.79,1.251,116.346,0.065,2174.697,1.22,4.496,5.365,1391.915,0.781,8.5,1.033,3.23,0.344,2633.5,1.477,0.017,30.299,48.071,21.273,20.363,20.69,14.225,21.511,13.894,15.782,8.378,33.556,18.818,26.185,18.254,7.86,30.026,30.538,30.491,21.551,10.006,18.087,0.089,0.173,0.273,0.011,33.980000000000004,26.69,-348.932,-4.756
Asia (excl. China and India),2018,,5443903.5,56045613056.0,335.06,0.186,7454.159,118.133,1.61,8339.188,-59.148,-0.704,4.626,0.311,0.243,4.135,0.278,0.217,2140.106,1.187,7096.173,3.936,0.265,8623.513,228384.844,381692.969,64586.195,5927.898,44269.012,205501.609,104281.461,696.774,12843.79,1.251,111.5,0.062,2224.242,1.234,4.496,5.365,1212.287,0.672,8.5,1.033,3.23,0.344,2613.455,1.45,0.017,29.797,48.071,21.399,20.274,20.314,14.534,21.507,14.038,15.859,8.498,33.414,19.17,26.196,18.319,7.928,27.376,29.664,28.29,21.304,9.829,18.217,0.091,0.178,0.28,0.011,33.980000000000004,26.69,-357.986,-4.802
